decision,context_key,trade_template,risk_profile,direction_policy,meta_reason,meta_candidate_rank,meta_context_resolution_level,meta_candidates_n,baseline_id,candidate_0,candidate_1,candidate_2,ts,state,ql,lf,session,lf_resolved,lf_active_flags_n,lf_active_flags,first_candidate,candidates_joined,engine_context_key,lf_context_mismatch,ql_context_mismatch,meta_baseline_id,meta_uplift_pp,meta_n_bars,meta_wf_score
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,3,STATE,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,2025-02-21 14:00:00,TRANSITION,TRANSITION_NOISY,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,1,1,,,,
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,3,STATE,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,2025-02-21 15:00:00,TRANSITION,TRANSITION_NOISY,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,1,1,,,,
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,2025-02-21 16:00:00,TRANSITION,TRANSITION_NOISY,NONE,NY,NONE,0,NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE|STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,0,1,,,,
BLOCK,STATE=BALANCE|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,STATE=BALANCE|QL=NONE|LF=NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,2025-02-21 17:00:00,BALANCE,BALANCE_UNCLASSIFIED,NONE,NY,NONE,0,NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE|STATE=BALANCE|QL=NONE|LF=NONE|STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE|STATE=BALANCE|QL=NONE|LF=NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,0,1,,,,
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-21 18:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY_PM,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,3,STATE,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,2025-02-21 19:00:00,TRANSITION,TRANSITION_NOISY,LOOK_FOR_transition_repricing_near_vwap,NY_PM,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,1,1,,,,
BLOCK,STATE=BALANCE|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,STATE=BALANCE|QL=NONE|LF=NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,2025-02-21 20:00:00,BALANCE,BALANCE_UNCLASSIFIED,NONE,NY_PM,NONE,0,NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE|STATE=BALANCE|QL=NONE|LF=NONE|STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE|STATE=BALANCE|QL=NONE|LF=NONE,STATE=BALANCE|QL=BALANCE_UNCLASSIFIED|LF=NONE,0,1,,,,
BLOCK,STATE=BALANCE|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=BALANCE|QL=BALANCE_LEAKING|LF=NONE,STATE=BALANCE|QL=NONE|LF=NONE,STATE=BALANCE|QL=BALANCE_LEAKING|LF=NONE,2025-02-24 13:00:00,BALANCE,BALANCE_LEAKING,NONE,NY,NONE,0,NONE,STATE=BALANCE|QL=BALANCE_LEAKING|LF=NONE,STATE=BALANCE|QL=BALANCE_LEAKING|LF=NONE|STATE=BALANCE|QL=NONE|LF=NONE|STATE=BALANCE|QL=BALANCE_LEAKING|LF=NONE|STATE=BALANCE|QL=NONE|LF=NONE,STATE=BALANCE|QL=BALANCE_LEAKING|LF=NONE,0,1,,,,
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,3,STATE,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE,2025-02-24 14:00:00,TRANSITION,TRANSITION_NOISY,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_NOISY|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_NOISY|LF=LOOK_FOR_transition_repricing_near_vwap,1,1,,,,
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-24 15:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
BLOCK,STATE=TREND|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=TREND|QL=TREND_STRONG|LF=NONE,STATE=TREND|QL=NONE|LF=NONE,STATE=TREND|QL=TREND_STRONG|LF=NONE,2025-02-24 16:00:00,TREND,TREND_STRONG,NONE,NY,NONE,0,NONE,STATE=TREND|QL=TREND_STRONG|LF=NONE,STATE=TREND|QL=TREND_STRONG|LF=NONE|STATE=TREND|QL=NONE|LF=NONE|STATE=TREND|QL=TREND_STRONG|LF=NONE|STATE=TREND|QL=NONE|LF=NONE,STATE=TREND|QL=TREND_STRONG|LF=NONE,0,1,,,,
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-24 17:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-24 18:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY_PM,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-24 19:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY_PM,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-24 20:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,NONE,NY_PM,NONE,0,NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,0,1,,,,
BLOCK,STATE=TRANSITION|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-24 21:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,NONE,NY_PM,NONE,0,NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,0,1,,,,
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-25 13:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-25 14:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_dislocated_from_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_RESOLUTION,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_dislocated_from_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_dislocated_from_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-25 15:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_dislocated_from_vwap,NY,LOOK_FOR_transition_dislocated_from_vwap,1,LOOK_FOR_transition_dislocated_from_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_dislocated_from_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_dislocated_from_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_dislocated_from_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_dislocated_from_vwap,0,0,TRANSITION_RESOLUTION,10.722662038017017,1495.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-25 16:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-25 17:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
ALLOW,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STD,RP_STD,BOTH,NONE,0,STATE_QL_LF,4,TRANSITION_PERSISTENCE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE,2025-02-25 18:00:00,TRANSITION,TRANSITION_UNCLASSIFIED,LOOK_FOR_transition_repricing_near_vwap,NY_PM,LOOK_FOR_transition_repricing_near_vwap,1,LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=NONE|LF=LOOK_FOR_transition_repricing_near_vwap|STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=NONE|STATE=TRANSITION|QL=NONE|LF=NONE,STATE=TRANSITION|QL=TRANSITION_UNCLASSIFIED|LF=LOOK_FOR_transition_repricing_near_vwap,0,0,TRANSITION_PERSISTENCE,1.4689396039298974,3288.0,0.0
BLOCK,STATE=TREND|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,STATE=TREND|QL=NONE|LF=NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,2025-02-25 19:00:00,TREND,TREND_UNCLASSIFIED,NONE,NY_PM,NONE,0,NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE|STATE=TREND|QL=NONE|LF=NONE|STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE|STATE=TREND|QL=NONE|LF=NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,0,1,,,,
BLOCK,STATE=TREND|QL=NONE|LF=NONE,,,,no_go_context,1,STATE,4,NULL,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,STATE=TREND|QL=NONE|LF=NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,2025-02-25 20:00:00,TREND,TREND_UNCLASSIFIED,NONE,NY_PM,NONE,0,NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE|STATE=TREND|QL=NONE|LF=NONE|STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE|STATE=TREND|QL=NONE|LF=NONE,STATE=TREND|QL=TREND_UNCLASSIFIED|LF=NONE,0,1,,,,
